/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00003.ed.dta,5.76813432836,5.66,5.81,5.81,0.0661943638364
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00004.dta,4.03826086957,0.54,4.71,4.52,1.25883256668
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00005.dta,5.73471014493,3.33,6.12,5.78,0.310914074637
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00006.dta,6.2534057971,4.49,6.41,6.4,0.439051863439
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00007.dta,4.98688405797,4.36,5.35,5.06,0.224556919041
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00008.dta,3.76782608696,2.85,4.74,3.58,0.477201152448
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00000.ed.dta,4.97985507246,4.15,5.18,5.1,0.309286383345
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00001.dta,5.28065217391,-0.06,5.82,5.77,1.30043824995
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00002.dta,1.45318181818,-4.06,3.06,2.125,1.72058582594
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00003.dta,-1.28225,-3.53,0.52,-1.3175,1.08328627091
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00004.dta,5.49246376812,3.37,7.36,5.25,0.911368405197
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00005.dta,4.72949275362,-0.86,7.06,5.23,1.60858019807
